Player;Team;years_with_team;draft_pos;all_star;num_teams;Age;GP;W;L;Min;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;+/-;ig_followers;resigned;Agent
Stephen Curry;GSW;12;7;7;1;33;63;37;26;34.2;32.0;10.4;21.7;48.2;5.3;12.7;42.1;5.7;6.3;91.6;0.5;5.0;5.5;5.8;3.4;1.2;0.1;1.9;47.9;8.0;0.0;3.9;58 125 146;1;3.0
Bradley Beal;WAS;9;3;3;1;28;60;32;28;35.8;31.3;11.2;23.0;48.5;2.2;6.2;34.9;6.8;7.7;88.9;1.2;3.5;4.7;4.4;3.1;1.2;0.4;2.3;45.0;4.0;0.0;-0.1;1 310 216;1;7.0
Damian Lillard;POR;9;6;6;1;30;67;39;28;35.8;28.8;9.0;19.9;45.1;4.1;10.5;39.1;6.7;7.2;92.8;0.5;3.7;4.2;7.5;3.0;0.9;0.3;1.5;45.7;16.0;0.0;3.0;10 218 076;1;16.0
Joel Embiid;PHI;7;3;4;1;27;51;39;12;31.1;28.5;9.0;17.6;51.3;1.1;3.0;37.7;9.2;10.7;85.9;2.2;8.4;10.6;2.8;3.1;1.0;1.4;2.4;49.3;31.0;0.0;7.9;7 437 296;1;4.0
Giannis Antetokounmpo;MIL;8;15;5;1;26;61;40;21;33.0;28.1;10.3;18.0;56.9;1.1;3.6;30.3;6.5;9.5;68.5;1.6;9.4;11.0;5.9;3.4;1.2;1.2;2.8;53.9;41.0;7.0;6.7;15 981 855;1;15.0
Luka Doncic;DAL;3;3;2;1;22;66;40;26;34.3;27.7;9.8;20.5;47.9;2.9;8.3;35.0;5.2;7.1;73.0;0.8;7.2;8.0;8.6;4.3;1.0;0.5;2.3;50.5;26.0;11.0;2.5;10 507 139;1;0.0
Zach LaVine;CHI;4;13;1;2;26;58;26;32;35.1;27.4;9.8;19.4;50.7;3.4;8.2;41.9;4.4;5.1;84.9;0.6;4.4;5.0;4.9;3.5;0.8;0.5;2.4;41.0;3.0;0.0;-0.2;2 323 714;1;6.0
Zion Williamson;NOP;2;1;1;1;20;61;29;32;33.2;27.0;10.4;17.0;61.1;0.2;0.6;29.4;6.0;8.7;69.8;2.7;4.5;7.2;3.7;2.7;0.9;0.6;2.2;43.2;14.0;0.0;1.5;5 089 165;1;0.0
Kevin Durant;BKN;2;2;11;3;32;35;23;12;33.1;26.9;9.3;17.2;53.7;2.4;5.4;45.0;6.0;6.8;88.2;0.4;6.7;7.1;5.6;3.4;0.7;1.3;2.0;46.3;12.0;0.0;8.0;13 755 477;1;12.0
Kyrie Irving;BKN;2;1;7;3;29;54;36;18;34.9;26.9;10.2;20.1;50.6;2.8;7.0;40.2;3.7;4.0;92.2;1.0;3.8;4.8;6.0;2.4;1.4;0.7;2.6;45.5;8.0;0.0;4.2;20 299 956;1;20.0
Jayson Tatum;BOS;4;3;2;1;23;64;34;30;35.8;26.4;9.5;20.6;45.9;2.9;7.6;38.6;4.6;5.3;86.8;0.8;6.6;7.4;4.3;2.7;1.2;0.5;1.9;44.1;15.0;1.0;2.5;7 302 508;1;0.0
Donovan Mitchell;UTA;4;13;2;1;24;53;39;14;33.4;26.4;9.0;20.6;43.8;3.4;8.7;38.6;5.0;6.0;84.5;0.9;3.5;4.4;5.2;2.8;1.0;0.3;2.2;40.6;2.0;0.0;5.4;3 859 648;1;24.0
Nikola Jokic;DEN;6;41;3;1;26;72;47;25;34.6;26.4;10.2;18.0;56.6;1.3;3.3;38.8;4.8;5.5;86.8;2.8;8.0;10.8;8.3;3.1;1.3;0.7;2.7;54.7;60.0;16.0;5.3;0;1;0.0
Devin Booker;PHX;6;13;2;1;24;67;48;19;33.9;25.6;9.3;19.2;48.4;1.9;5.5;34.0;5.1;5.9;86.7;0.5;3.7;4.2;4.3;3.1;0.8;0.2;2.7;37.1;1.0;0.0;4.9;5 687 570;1;2.0
Trae Young;ATL;3;5;1;1;22;63;36;27;33.7;25.3;7.7;17.7;43.8;2.2;6.3;34.3;7.7;8.7;88.6;0.6;3.3;3.9;9.4;4.1;0.8;0.2;1.8;43.1;28.0;0.0;4.2;5 105 967;1;0.0
De'Aaron Fox;SAC;4;5;0;1;23;58;24;34;35.1;25.2;9.1;19.1;47.7;1.8;5.5;32.2;5.2;7.2;71.9;0.6;2.9;3.5;7.2;3.0;1.5;0.5;2.9;43.1;11.0;0.0;-3.4;1 545 013;1;6.0
LeBron James;LAL;3;1;17;3;36;45;30;15;33.4;25.0;9.4;18.3;51.3;2.3;6.3;36.5;4.0;5.7;69.8;0.6;7.0;7.7;7.8;3.7;1.1;0.6;1.6;47.0;18.0;5.0;6.4;159 855 350;1;6.0
Kawhi Leonard;LAC;2;15;5;3;30;52;36;16;34.1;24.8;8.9;17.5;51.2;1.9;4.9;39.8;5.0;5.7;88.5;1.1;5.4;6.5;5.2;2.0;1.6;0.4;1.6;44.2;9.0;0.0;8.6;0;1;8.0
Karl-Anthony Towns;MIN;6;1;2;1;25;50;19;31;33.8;24.8;8.5;17.5;48.6;2.4;6.3;38.7;5.3;6.2;85.9;2.7;7.9;10.6;4.5;3.2;0.8;1.1;3.7;46.8;33.0;0.0;0.2;4 349 632;1;2.0
Jaylen Brown;BOS;5;3;1;1;24;58;30;28;34.5;24.7;9.3;19.2;48.4;2.8;7.1;39.7;3.3;4.3;76.4;1.2;4.8;6.0;3.4;2.7;1.2;0.6;2.9;39.5;10.0;0.0;1.2;4 090 048;1;1.0
James Harden;BKN;1;3;9;3;31;44;31;13;36.6;24.6;7.8;16.7;46.6;2.8;7.6;36.2;6.3;7.3;86.1;0.8;7.1;7.9;10.8;4.0;1.2;0.8;2.3;52.1;32.0;12.0;2.3;146 666;1;22.0
Collin Sexton;CLE;3;8;0;1;22;60;18;42;35.3;24.3;8.8;18.4;47.5;1.6;4.4;37.1;5.2;6.4;81.5;1.0;2.2;3.1;4.4;2.8;1.0;0.2;2.6;35.4;1.0;0.0;-6.3;0;1;6.0
Julius Randle;NYK;2;7;1;3;26;71;40;31;37.6;24.1;8.5;18.6;45.6;2.3;5.5;41.1;4.9;6.0;81.1;1.2;9.0;10.2;6.0;3.4;0.9;0.3;3.2;45.4;41.0;6.0;2.2;973 593;1;5.0
Brandon Ingram;NOP;2;2;1;2;23;61;29;32;34.3;23.8;8.4;18.0;46.6;2.3;6.1;38.1;4.6;5.2;87.8;0.6;4.3;4.9;4.9;2.5;0.7;0.6;2.0;38.2;4.0;0.0;0.7;2 165 773;1;27.0
Shai Gilgeous-Alexander;OKC;1;11;0;2;22;35;16;19;33.7;23.7;8.2;16.1;50.8;2.0;4.9;41.8;5.3;6.5;80.8;0.5;4.2;4.7;5.9;3.0;0.8;0.7;2.0;39.5;3.0;0.0;-5.3;4 018 932;1;0.0
Nikola Vucevic;CHI;2;16;2;3;30;70;26;44;33.5;23.4;9.5;19.9;47.7;2.5;6.3;40.0;1.9;2.2;84.0;2.1;9.6;11.7;3.8;1.8;0.9;0.7;2.0;46.2;48.0;2.0;-4.9;0;1;42.0
Paul George;LAC;2;10;7;3;31;54;38;16;33.7;23.3;8.2;17.6;46.7;3.2;7.7;41.1;3.7;4.2;86.8;0.8;5.8;6.6;5.2;3.3;1.1;0.4;2.4;40.5;9.0;0.0;8.0;9 962 507;1;5.0
CJ McCollum;POR;8;10;0;1;29;47;28;19;34.0;23.1;8.6;18.8;45.8;3.6;8.9;40.2;2.3;2.8;81.2;0.6;3.3;3.9;4.7;1.4;0.9;0.4;1.9;37.7;2.0;0.0;4.4;0;1;0.0
Jerami Grant;DET;1;39;0;4;27;54;15;39;33.9;22.3;7.4;17.3;42.9;2.1;6.1;35.0;5.4;6.4;84.5;0.6;4.0;4.6;2.8;2.0;0.6;1.1;2.3;35.2;3.0;0.0;-2.2;210 615;1;6.0
Russell Westbrook;WAS;1;4;9;3;32;65;30;35;36.4;22.2;8.4;19.0;43.9;1.3;4.2;31.5;4.2;6.4;65.6;1.7;9.9;11.5;11.7;4.8;1.4;0.4;2.9;54.1;59.0;38.0;-1.4;23 018 342;1;30.0
Anthony Davis;LAL;2;1;8;2;28;36;23;13;32.3;21.8;8.4;17.0;49.1;0.7;2.8;26.0;4.4;5.9;73.8;1.7;6.2;7.9;3.1;2.1;1.3;1.6;1.7;42.6;12.0;0.0;3.2;7 208 597;1;6.0
DeMar DeRozan;SAS;2;9;4;2;31;61;27;34;33.7;21.6;7.5;15.1;49.5;0.3;1.2;25.7;6.3;7.2;88.0;0.7;3.6;4.2;6.9;2.0;0.9;0.2;2.1;38.6;13.0;0.0;-1.7;3 341 342;0;16.0
Jimmy Butler III;MIA;2;30;5;4;31;52;33;19;33.6;21.5;7.0;14.2;49.7;0.5;2.0;24.5;6.9;8.0;86.3;1.8;5.1;6.9;7.1;2.1;2.1;0.3;1.4;45.6;17.0;4.0;3.8;0;1;0.0
Pascal Siakam;TOR;5;27;1;1;27;56;21;35;35.8;21.4;7.8;17.2;45.5;1.3;4.4;29.7;4.4;5.4;82.7;1.7;5.5;7.2;4.5;2.3;1.1;0.7;3.1;39.8;13.0;1.0;2.3;722 511;1;13.0
Jamal Murray;DEN;5;7;0;1;24;48;31;17;35.5;21.2;7.9;16.5;47.7;2.7;6.6;40.8;2.8;3.2;86.9;0.8;3.3;4.0;4.8;2.3;1.3;0.3;2.0;35.8;1.0;0.0;6.3;1 325 397;1;28.0
Malcolm Brogdon;IND;2;36;0;2;28;56;27;29;34.5;21.2;7.9;17.5;45.3;2.6;6.7;38.8;2.7;3.2;86.4;1.0;4.2;5.3;5.9;2.1;0.9;0.3;2.0;37.7;6.0;0.0;-0.6;156 426;1;24.0
Christian Wood;HOU;1;61;0;5;25;41;12;29;32.3;21.0;8.0;15.6;51.4;1.9;5.0;37.4;3.0;4.8;63.1;1.9;7.8;9.6;1.7;2.0;0.8;1.2;2.1;39.2;19.0;0.0;-2.4;237 627;1;0.0
John Wall;HOU;1;1;5;2;30;40;12;28;32.2;20.6;7.3;18.2;40.4;2.0;6.2;31.7;4.0;5.3;74.9;0.4;2.8;3.2;6.9;3.5;1.1;0.8;1.2;36.7;7.0;1.0;-4.2;0;1;0.0
Terry Rozier;CHA;2;16;0;2;27;69;32;37;34.5;20.4;7.4;16.4;45.0;3.2;8.3;38.9;2.4;2.9;81.7;0.7;3.7;4.4;4.2;1.9;1.3;0.4;1.7;35.1;5.0;0.0;-1.3;536 753;1;0.0
Khris Middleton;MIL;8;39;1;2;29;68;45;23;33.4;20.4;7.5;15.8;47.6;2.2;5.4;41.4;3.1;3.5;89.8;0.8;5.2;6.0;5.4;2.6;1.1;0.1;2.4;36.7;10.0;0.0;4.3;415 208;1;29.0
Domantas Sabonis;IND;4;11;2;2;25;62;29;33;36.0;20.3;7.8;14.6;53.5;0.8;2.6;32.1;3.9;5.3;73.2;2.4;9.5;12.0;6.7;3.4;1.2;0.5;3.3;46.6;48.0;9.0;-1.5;381 781;1;14.0
Caris LeVert;IND;1;20;0;2;26;47;24;23;31.6;20.2;7.6;17.3;44.1;1.8;5.5;32.6;3.1;3.8;81.1;0.7;3.9;4.6;5.2;2.2;1.4;0.6;2.2;37.4;6.0;0.0;-0.1;235 223;1;24.0
Kristaps Porzingis;DAL;2;4;1;2;25;43;26;17;30.9;20.1;7.6;15.9;47.6;2.3;6.0;37.6;2.7;3.2;85.5;1.9;7.0;8.9;1.6;1.2;0.5;1.3;2.7;37.4;16.0;0.0;0.2;1 611 315;1;0.0
Victor Oladipo;MIA;1;2;2;4;29;33;13;20;32.7;19.8;7.1;17.5;40.8;2.4;7.2;32.6;3.2;4.2;75.4;0.4;4.5;4.8;4.6;2.5;1.4;0.4;2.5;35.4;0.0;0.0;-2.2;0;1;0.0
Gordon Hayward;CHA;1;9;1;3;31;44;24;20;34.0;19.6;7.1;15.0;47.3;1.9;4.7;41.5;3.5;4.2;84.3;0.8;5.0;5.9;4.1;2.1;1.2;0.3;1.7;35.3;2.0;0.0;0.4;0;1;0.0
Fred VanVleet;TOR;5;61;0;1;27;52;22;30;36.5;19.6;6.5;16.7;38.9;3.3;9.2;36.6;3.3;3.7;88.5;0.6;3.6;4.2;6.3;1.8;1.7;0.7;2.3;39.5;5.0;0.0;2.7;629 129;1;6.0
Malik Beasley;MIN;1;19;0;2;24;37;8;29;32.8;19.6;7.1;16.2;44.0;3.5;8.7;39.9;1.8;2.2;85.0;0.8;3.6;4.4;2.4;1.6;0.8;0.2;1.7;29.8;0.0;0.0;-5.3;244 189;1;85.0
Tobias Harris;PHI;2;19;0;5;28;62;44;18;32.5;19.5;7.6;14.9;51.2;1.3;3.4;39.4;2.9;3.3;89.2;1.0;5.8;6.8;3.5;1.7;0.9;0.8;1.9;36.4;11.0;0.0;5.2;452 609;1;33.0
Anthony Edwards;MIN;1;1;0;1;19;72;23;49;32.1;19.3;7.0;16.8;41.7;2.4;7.2;32.9;2.9;3.8;77.6;0.8;3.8;4.7;2.9;2.2;1.1;0.5;1.8;32.0;3.0;0.0;-3.2;4 621 905;1;10.0
Kemba Walker;BOS;2;9;4;2;31;43;22;21;31.8;19.3;6.6;15.7;42.0;3.0;8.2;36.0;3.1;3.5;89.9;0.4;3.6;4.0;4.9;2.0;1.1;0.3;1.4;33.6;0.0;0.0;2.2;0;0;0.0
Ja Morant;MEM;2;2;0;1;21;63;33;30;32.6;19.1;6.8;15.2;44.9;1.2;3.8;30.3;4.3;5.9;72.8;0.9;3.1;4.0;7.4;3.2;0.9;0.2;1.4;35.1;14.0;1.0;1.7;9 750 133;1;21.0
Michael Porter Jr.;DEN;2;14;0;1;23;61;40;21;31.3;19.0;7.3;13.4;54.2;2.8;6.3;44.5;1.7;2.2;79.1;1.5;5.8;7.3;1.1;1.3;0.7;0.9;2.1;32.9;15.0;0.0;5.9;0;1;0.0
D'Angelo Russell;MIN;1;2;1;4;25;42;16;26;28.5;19.0;6.7;15.5;43.1;2.9;7.4;38.7;2.7;3.5;76.5;0.4;2.3;2.6;5.8;2.7;1.1;0.4;1.6;32.7;6.0;0.0;-4.6;3 825 184;1;5.0
Bam Adebayo;MIA;4;14;1;1;23;64;34;30;33.5;18.7;7.1;12.5;57.0;0.0;0.1;25.0;4.4;5.5;79.9;2.2;6.7;9.0;5.4;2.6;1.2;1.0;2.3;41.5;33.0;2.0;0.4;1 093 383;1;15.0
Norman Powell;POR;1;46;0;2;28;69;32;37;32.0;18.6;6.3;13.3;47.7;2.5;6.0;41.1;3.4;3.9;87.1;0.6;2.5;3.1;1.9;1.7;1.2;0.3;2.3;27.8;0.0;0.0;1.1;314 227;1;39.0
Andrew Wiggins;GSW;1;1;0;2;26;71;38;33;33.3;18.6;7.1;14.9;47.7;2.0;5.2;38.0;2.4;3.4;71.4;1.2;3.7;4.9;2.4;1.8;0.9;1.0;2.2;32.0;3.0;0.0;0.0;2 138 198;1;17.0
Jordan Clarkson;UTA;2;46;0;3;29;68;49;19;26.7;18.4;6.7;15.8;42.5;3.1;8.8;34.7;1.9;2.1;89.6;0.7;3.3;4.0;2.5;1.7;0.9;0.1;1.6;28.4;0.0;0.0;4.4;2 046 880;1;6.0
Eric Gordon;HOU;5;7;0;3;32;27;10;17;29.2;17.8;5.9;13.6;43.3;2.6;7.8;32.9;3.5;4.2;82.5;0.3;1.9;2.1;2.6;1.9;0.5;0.5;1.6;25.4;0.0;0.0;-2.5;239 779;1;64.0
Jrue Holiday;MIL;1;17;1;3;31;59;41;18;32.3;17.7;7.0;13.9;50.3;1.9;4.8;39.2;1.8;2.3;78.7;1.2;3.3;4.5;6.1;2.2;1.6;0.6;1.7;36.9;10.0;0.0;6.4;898 147;1;1.0
John Collins;ATL;4;19;0;1;23;63;34;29;29.3;17.6;6.8;12.2;55.6;1.3;3.3;39.9;2.7;3.2;83.3;1.9;5.5;7.4;1.2;1.3;0.5;1.0;3.1;31.7;16.0;0.0;2.9;188 748;1;34.0
RJ Barrett;NYK;2;3;0;1;21;72;41;31;34.9;17.6;6.5;14.7;44.1;1.7;4.3;40.1;2.9;3.8;74.6;0.9;4.8;5.8;3.0;1.9;0.7;0.3;2.6;30.1;5.0;0.0;1.9;0;1;0.0
Darius Garland;CLE;2;5;0;1;21;54;18;36;33.1;17.4;6.7;14.9;45.1;1.9;4.9;39.5;2.1;2.4;84.8;0.4;2.0;2.4;6.1;3.0;1.2;0.1;2.0;30.4;6.0;0.0;-4.4;31;1;6.0
Kyle Lowry;TOR;9;24;6;3;35;46;15;31;34.8;17.2;5.7;13.0;43.6;2.8;7.2;39.6;3.0;3.5;87.5;0.8;4.6;5.4;7.3;2.7;1.0;0.3;3.1;35.8;9.0;2.0;-0.1;1 383 057;0;0.0
Dillon Brooks;MEM;4;45;0;1;25;67;36;31;29.8;17.2;6.4;15.4;41.9;1.9;5.6;34.4;2.4;2.9;81.5;0.8;2.1;2.9;2.3;1.8;1.2;0.4;3.5;27.1;0.0;0.0;2.3;201 303;1;28.0
Evan Fournier;BOS;1;20;0;3;28;42;18;24;30.0;17.1;5.9;12.9;45.7;2.8;6.7;41.3;2.6;3.3;78.8;0.2;2.8;3.0;3.4;1.7;1.1;0.5;2.3;28.9;0.0;0.0;-0.8;0;0;0.0
Jonas Valanciunas;MEM;2;5;0;2;29;62;32;30;28.3;17.1;7.1;12.0;59.2;0.3;0.9;36.8;2.5;3.3;77.3;4.1;8.4;12.5;1.8;1.6;0.6;0.9;2.9;37.6;49.0;0.0;2.2;265 604;1;5.0
Bojan Bogdanovic;UTA;2;31;0;4;32;72;52;20;30.8;17.0;5.6;12.8;43.9;2.5;6.4;39.0;3.2;3.7;87.9;0.6;3.3;3.9;1.9;1.8;0.6;0.1;1.6;24.8;0.0;0.0;5.8;0;1;0.0
Tim Hardaway Jr.;DAL;3;24;0;3;29;70;42;28;28.4;16.6;5.8;13.0;44.7;3.0;7.6;39.1;2.0;2.5;81.6;0.3;3.0;3.3;1.8;0.9;0.4;0.2;1.6;24.1;0.0;0.0;1.0;495 402;1;45.0
Kevin Porter Jr.;HOU;1;30;0;2;21;26;4;22;32.1;16.6;6.0;14.1;42.5;1.9;6.2;31.1;2.7;3.6;73.4;0.8;3.0;3.8;6.3;3.5;0.7;0.3;2.3;30.2;4.0;0.0;-8.6;0;1;25.0
Buddy Hield;SAC;4;6;0;2;28;71;31;40;34.3;16.6;5.7;14.0;40.6;4.0;10.2;39.1;1.2;1.5;84.6;0.4;4.3;4.7;3.6;1.8;0.9;0.4;2.5;29.7;2.0;0.0;-0.8;611 907;1;69.0
Chris Paul;PHX;1;4;11;5;36;70;49;21;31.4;16.4;6.3;12.6;49.9;1.5;3.7;39.5;2.4;2.6;93.4;0.4;4.1;4.5;8.9;2.2;1.4;0.3;2.4;37.9;25.0;1.0;4.4;11 631 755;1;64.0
Khyri Thomas;HOU;1;38;0;2;25;5;1;4;30.6;16.4;6.4;13.2;48.5;1.8;5.4;33.3;1.8;1.8;100.0;1.4;2.2;3.6;5.0;1.2;1.8;1.2;1.6;36.0;0.0;0.0;2.8;0;1;0.0
Bogdan Bogdanovic;ATL;1;27;0;2;28;44;30;14;29.7;16.4;6.1;12.8;47.3;3.3;7.6;43.8;0.9;1.0;90.9;0.5;3.2;3.6;3.3;1.2;1.1;0.3;2.3;28.7;0.0;0.0;2.5;821 691;1;50.0
Mike Conley;UTA;2;4;1;2;33;51;37;14;29.4;16.2;5.6;12.5;44.4;2.7;6.6;41.2;2.4;2.8;85.2;0.7;2.8;3.5;6.0;1.9;1.4;0.2;1.9;32.1;6.0;0.0;10.7;585 748;1;64.0
Harrison Barnes;SAC;3;7;0;3;29;58;25;33;36.2;16.1;5.5;11.1;49.7;1.7;4.4;39.1;3.4;4.1;83.0;1.1;5.5;6.6;3.5;1.6;0.7;0.2;1.3;30.4;6.0;0.0;-1.0;963 248;1;26.0
Elijah Bryant;MIL;1;61;0;1;26;1;0;1;31.6;16.0;6.0;13.0;46.2;1.0;5.0;20.0;3.0;3.0;100.0;2.0;4.0;6.0;3.0;4.0;0.0;1.0;4.0;26.7;0.0;0.0;11.0;0;1;0.0
OG Anunoby;TOR;4;23;0;1;23;43;18;25;33.3;15.9;5.8;12.1;48.0;2.4;6.1;39.8;1.9;2.4;78.4;1.3;4.3;5.5;2.2;1.7;1.5;0.7;2.7;30.8;3.0;0.0;2.7;295 572;1;17.0
LaMelo Ball;CHA;1;3;0;1;19;51;23;28;28.8;15.7;5.7;13.2;43.6;1.8;5.1;35.2;2.5;3.2;75.8;1.2;4.7;5.9;6.1;2.8;1.6;0.4;2.7;35.0;7.0;1.0;-1.6;10 615 858;1;19.0
Dejounte Murray;SAS;4;29;0;1;24;67;32;35;31.9;15.7;6.6;14.5;45.3;0.9;3.0;31.7;1.6;2.0;79.1;0.9;6.2;7.1;5.4;1.7;1.5;0.1;2.0;35.4;13.0;4.0;1.3;1 448 433;1;6.0
Terrence Ross;ORL;4;8;0;3;30;46;16;30;29.3;15.6;5.5;13.4;41.2;1.9;5.7;33.7;2.6;3.0;87.0;0.3;3.1;3.4;2.3;1.6;1.0;0.5;1.9;26.1;0.0;0.0;-5.1;0;1;0.0
T.J. Warren;IND;2;14;0;2;27;4;3;1;29.3;15.5;6.8;12.8;52.9;0.0;1.8;0.0;2.0;2.5;80.0;0.5;3.0;3.5;1.3;1.0;0.5;0.0;4.0;22.1;0.0;0.0;0.3;0;1;0.0
Kelly Oubre Jr.;GSW;1;16;0;4;25;55;27;28;30.7;15.4;5.8;13.2;43.9;1.6;5.2;31.6;2.2;3.2;69.5;1.5;4.5;6.0;1.3;1.3;1.0;0.8;2.2;28.7;6.0;0.0;-3.5;0;0;10.0
Dennis Schroder;LAL;1;17;0;4;27;61;38;23;32.1;15.4;5.4;12.5;43.7;1.2;3.5;33.5;3.4;4.0;84.8;0.5;3.0;3.5;5.8;2.7;1.1;0.2;2.6;29.6;6.0;0.0;1.4;6 162 405;1;0.0
Derrick White;SAS;4;29;0;2;26;36;18;18;29.5;15.4;5.2;12.6;41.1;2.3;6.8;34.6;2.7;3.2;85.1;0.4;2.6;3.0;3.5;1.3;0.7;1.0;2.5;28.1;0.0;0.0;2.6;413 404;1;47.0
Gary Trent Jr.;TOR;1;37;0;2;22;58;29;29;31.1;15.3;5.5;13.5;40.8;2.8;7.4;38.5;1.4;1.8;78.3;0.5;2.2;2.6;1.4;0.7;1.0;0.2;1.6;23.2;0.0;0.0;-1.0;0;1;6.0
Clint Capela;ATL;1;25;0;2;27;63;34;29;30.1;15.2;6.6;11.0;59.4;0.0;0.0;0.0;2.1;3.6;57.3;4.7;9.6;14.3;0.8;1.2;0.7;2.0;2.3;40.6;48.0;1.0;4.0;615 244;1;36.0
Tyler Herro;MIA;2;13;0;1;21;54;29;25;30.3;15.1;5.7;12.9;43.9;2.0;5.5;36.0;1.7;2.2;80.3;0.5;4.5;5.0;3.4;1.9;0.6;0.3;1.3;27.2;5.0;0.0;-1.6;2 341 475;1;30.0
Coby White;CHI;2;7;0;1;21;69;30;39;31.2;15.1;5.4;13.1;41.6;2.4;6.6;35.9;1.9;2.1;90.1;0.4;3.7;4.1;4.8;2.3;0.6;0.2;2.6;27.2;5.0;0.0;-1.6;407 980;1;37.0
De'Andre Hunter;ATL;2;4;0;1;23;23;12;11;29.5;15.0;5.2;10.8;48.4;1.3;4.1;32.6;3.2;3.7;85.9;0.7;4.0;4.8;1.9;1.3;0.8;0.5;2.6;26.3;1.0;0.0;3.7;102 044;1;39.0
Andre Drummond;LAL;1;9;2;4;27;46;19;27;27.0;14.9;6.1;12.4;49.3;0.0;0.2;0.0;2.7;4.5;60.0;3.6;8.4;12.0;2.0;2.7;1.4;1.1;3.2;37.0;28.0;0.0;-2.3;1 270 590;0;30.0
Devonte' Graham;CHA;3;34;0;1;26;55;23;32;30.2;14.8;4.6;12.2;37.7;3.3;8.7;37.5;2.4;2.9;84.2;0.4;2.3;2.7;5.4;1.5;0.9;0.1;1.4;27.5;3.0;0.0;1.8;0;0;0.0
Derrick Rose;NYK;1;1;3;5;32;50;28;22;25.6;14.7;5.7;12.2;47.0;1.0;2.6;38.8;2.2;2.5;86.6;0.4;2.2;2.6;4.2;1.6;1.0;0.4;1.1;26.6;1.0;0.0;2.7;184 266;1;0.0
Lonzo Ball;NOP;2;2;0;2;23;55;23;32;31.8;14.6;5.3;12.7;41.4;3.1;8.3;37.8;0.9;1.2;78.1;0.6;4.2;4.8;5.7;2.2;1.5;0.6;1.9;32.9;5.0;1.0;0.9;18 281 980;0;6.0
Kendrick Nunn;MIA;2;61;0;1;25;56;31;25;29.5;14.6;5.7;11.8;48.5;2.2;5.7;38.1;1.0;1.1;93.3;0.4;2.8;3.2;2.6;1.4;0.9;0.3;1.9;24.5;0.0;0.0;-0.1;0;0;0.0
Deandre Ayton;PHX;3;1;0;1;22;69;48;21;30.6;14.4;6.2;10.0;62.6;0.1;0.3;20.0;1.9;2.5;76.9;3.3;7.2;10.5;1.4;1.5;0.6;1.2;2.8;33.1;33.0;0.0;4.0;447 826;1;23.0
Jaren Jackson Jr.;MEM;3;4;0;1;21;11;4;7;23.5;14.4;4.8;11.4;42.4;1.5;5.5;28.3;3.2;3.8;83.3;1.5;4.1;5.6;1.1;1.4;1.1;1.6;3.8;29.6;0.0;0.0;-5.8;0;1;24.0
Thomas Bryant;WAS;3;42;0;2;23;10;2;8;27.1;14.3;5.9;9.1;64.8;0.9;2.1;42.9;1.6;2.4;66.7;1.8;4.3;6.1;1.5;1.1;0.4;0.8;3.1;26.4;1.0;0.0;-1.4;105 997;1;13.0
Rudy Gobert;UTA;8;27;2;1;29;71;52;19;30.8;14.3;5.5;8.2;67.5;0.0;0.1;0.0;3.3;5.3;62.3;3.4;10.1;13.5;1.3;1.7;0.6;2.7;2.3;40.5;49.0;0.0;10.3;833 896;1;18.0
Ben Simmons;PHI;4;1;3;1;24;58;42;16;32.4;14.3;5.6;10.1;55.7;0.1;0.2;30.0;3.0;4.9;61.3;1.6;5.6;7.2;6.9;3.0;1.6;0.6;2.9;36.9;13.0;4.0;5.7;7 342 622;1;6.0
Richaun Holmes;SAC;2;37;0;3;27;61;29;32;29.2;14.2;6.0;9.4;63.7;0.0;0.2;18.2;2.2;2.8;79.4;2.4;5.9;8.3;1.7;1.2;0.6;1.6;3.5;32.1;21.0;0.0;0.1;62 043;1;35.0
Al Horford;BOS;1;3;5;4;35;28;11;17;27.9;14.2;5.8;12.9;45.0;2.0;5.4;36.8;0.6;0.8;81.8;1.0;5.7;6.7;3.4;1.0;0.9;0.9;1.7;31.7;1.0;0.0;-3.6;746 749;1;10.0
Marvin Bagley III;SAC;3;2;0;1;22;43;20;23;25.9;14.1;5.7;11.4;50.4;0.9;2.5;34.3;1.8;3.1;57.5;2.5;4.9;7.4;1.0;1.4;0.5;0.5;2.3;26.1;11.0;0.0;-2.0;492 741;1;30.0
Joe Harris;BKN;5;33;0;2;29;69;45;24;31.0;14.1;5.2;10.2;50.5;3.1;6.4;47.5;0.7;0.9;77.8;0.6;3.0;3.6;1.9;0.9;0.7;0.2;2.0;23.0;0.0;0.0;5.1;0;1;0.0
Luguentz Dort;OKC;2;61;0;1;22;52;18;34;29.7;14.0;4.8;12.3;38.7;2.2;6.3;34.3;2.3;3.2;74.4;0.7;2.9;3.6;1.7;1.5;0.9;0.4;2.6;23.1;0.0;0.0;-4.8;222 482;1;39.0
Rui Hachimura;WAS;2;9;0;1;23;57;29;28;31.5;13.8;5.4;11.4;47.8;0.8;2.4;32.8;2.2;2.8;77.0;0.9;4.6;5.5;1.4;1.2;0.8;0.1;2.1;24.1;3.0;0.0;-1.9;921 765;1;50.0
