Player;Team;years_with_team;draft_pos;all_star;num_teams;Age;GP;W;L;Min;PTS;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;REB;AST;TOV;STL;BLK;PF;FP;DD2;TD3;+/-;ig_followers;resigned;Agent
Nerlens Noel;NYK;1;6;0;4;27;64;35;29;24.2;5.1;2.1;3.5;61.4;0.0;0.0;0.0;0.8;1.1;71.4;2.2;4.1;6.4;0.7;1.0;1.1;2.2;2.8;22.6;2.0;0.0;0.0;0;1;0.0
Marc Gasol;LAL;1;48;3;3;36;52;32;20;19.1;5.0;1.7;3.7;45.4;1.0;2.3;41.0;0.7;1.0;72.0;0.7;3.4;4.1;2.1;1.0;0.5;1.1;2.2;17.0;0.0;0.0;1.7;0;1;0.0
Jordan McLaughlin;MIN;2;61;0;1;25;51;15;36;18.4;5.0;2.0;4.7;41.3;0.6;1.8;35.9;0.5;0.6;76.7;0.4;1.7;2.1;3.8;1.0;1.0;0.1;0.9;15.6;0.0;0.0;-2.6;50 666;1;0.0
Bismack Biyombo;CHA;2;7;0;3;28;66;28;38;20.4;5.0;2.2;3.7;58.7;0.0;0.0;0.0;0.7;1.6;44.8;2.1;3.2;5.3;1.2;1.1;0.3;1.1;2.1;16.2;3.0;0.0;-4.2;0;1;104.0
Trey Lyles;SAS;1;12;0;4;25;23;10;13;15.6;5.0;1.9;3.9;47.8;0.6;1.7;35.0;0.7;1.0;65.2;0.4;3.3;3.7;0.6;0.3;0.3;0.0;0.6;11.1;1.0;0.0;-4.7;159 280;0;6.0
Precious Achiuwa;MIA;1;20;0;1;21;61;31;30;12.1;5.0;2.0;3.7;54.4;0.0;0.0;0.0;0.9;1.8;50.9;1.2;2.2;3.4;0.5;0.7;0.3;0.5;1.5;11.4;3.0;0.0;-1.9;192 445;1;19.0
Caleb Martin;CHA;2;61;0;1;25;53;23;30;15.4;5.0;1.8;4.8;37.5;0.6;2.4;24.8;0.8;1.2;64.1;0.6;2.1;2.7;1.3;0.6;0.7;0.2;1.2;12.2;1.0;0.0;-1.9;224 326;0;74.0
E'Twaun Moore;PHX;1;55;0;6;32;27;20;7;14.4;4.9;2.0;4.5;45.5;0.4;1.3;31.4;0.4;0.5;85.7;0.5;1.1;1.7;1.5;0.9;0.6;0.2;1.2;10.5;0.0;0.0;0.3;0;0;0.0
Jerome Robinson;WAS;1;13;0;3;24;17;5;12;17.9;4.9;1.6;5.6;29.5;0.6;2.5;26.2;0.9;1.2;80.0;0.2;2.0;2.2;1.5;1.1;0.7;0.4;1.8;11.8;0.0;0.0;-5.9;0;1;0.0
Tyler Cook;DET;1;61;0;4;23;32;11;21;13.7;4.9;2.2;3.2;67.0;0.0;0.1;50.0;0.5;1.1;48.6;0.9;2.1;3.0;0.5;0.7;0.3;0.1;1.1;9.5;0.0;0.0;-1.1;0;0;0.0
Brandon Goodwin;ATL;1;61;0;2;25;47;25;22;13.2;4.9;1.8;4.7;37.7;0.7;2.2;31.1;0.6;0.9;65.1;0.2;1.3;1.5;2.0;0.8;0.4;0.0;0.9;10.0;0.0;0.0;-1.3;0;1;0.0
Gabe Vincent;MIA;2;61;0;1;25;50;27;23;13.1;4.8;1.8;4.7;37.8;0.9;3.0;30.9;0.4;0.5;87.0;0.2;0.9;1.1;1.3;0.7;0.4;0.0;1.6;8.9;1.0;0.0;-1.5;174 714;1;0.0
Wesley Matthews;LAL;1;61;0;6;34;58;33;25;19.5;4.8;1.5;4.3;35.3;1.1;3.4;33.5;0.6;0.7;85.4;0.3;1.3;1.6;0.9;0.4;0.7;0.3;1.4;10.5;0.0;0.0;0.7;0;1;0.0
Langston Galloway;PHX;1;61;0;5;29;40;29;11;10.9;4.8;1.7;3.7;44.9;0.9;2.1;42.4;0.6;0.6;95.7;0.2;0.9;1.1;0.7;0.3;0.2;0.0;0.6;7.3;0.0;0.0;0.9;0;0;0.0
Aaron Nesmith;BOS;1;14;0;1;21;46;22;24;14.5;4.7;1.7;3.9;43.8;0.9;2.3;37.0;0.5;0.6;78.6;0.6;2.2;2.8;0.5;0.5;0.3;0.2;1.9;9.9;0.0;0.0;-0.2;100 102;1;47.0
Troy Brown Jr.;CHI;2;15;0;2;21;34;10;24;15.4;4.7;1.8;4.2;43.1;0.6;2.1;31.4;0.4;0.6;71.4;0.6;2.5;3.1;0.9;0.6;0.3;0.2;1.4;10.5;0.0;0.0;0.8;0;1;0.0
Boban Marjanovic;DAL;2;61;0;4;32;33;14;19;8.2;4.7;1.9;3.7;50.8;0.0;0.2;12.5;0.9;1.2;81.6;1.4;2.5;3.9;0.3;0.4;0.1;0.2;0.9;10.2;3.0;0.0;0.7;0;1;0.0
Damian Jones;SAC;1;30;0;4;26;39;24;15;14.0;4.7;1.8;2.6;68.0;0.0;0.1;20.0;1.1;1.5;72.4;0.9;2.2;3.1;0.7;0.7;0.3;0.7;2.0;11.9;1.0;0.0;-1.7;0;1;0.0
Grant Williams;BOS;2;22;0;1;22;63;30;33;18.1;4.7;1.7;3.9;43.7;0.8;2.0;37.2;0.5;0.8;58.8;0.8;2.1;2.8;1.0;0.9;0.5;0.4;2.6;11.4;0.0;0.0;-0.8;276 718;1;55.0
Semi Ojeleye;BOS;4;37;0;1;26;56;28;28;17.0;4.6;1.6;3.9;40.3;1.0;2.8;36.7;0.4;0.6;75.0;0.6;2.1;2.6;0.7;0.4;0.3;0.0;1.0;9.3;0.0;0.0;0.1;0;0;0.0
JaKarr Sampson;IND;1;61;0;5;28;29;14;15;10.9;4.6;1.9;3.9;49.6;0.1;0.5;20.0;0.7;1.0;65.5;0.9;1.7;2.7;0.1;0.5;0.1;0.5;1.8;9.2;0.0;0.0;0.1;0;1;0.0
Nassir Little;POR;2;25;0;1;21;48;27;21;13.3;4.6;1.6;3.5;46.7;0.6;1.7;35.0;0.8;0.9;80.0;0.7;2.0;2.7;0.5;0.4;0.1;0.3;1.1;9.3;0.0;0.0;-0.8;165 558;1;0.0
Onyeka Okongwu;ATL;1;6;0;1;20;50;31;19;12.0;4.6;1.9;3.0;64.4;0.0;0.1;0.0;0.7;1.1;63.2;1.2;2.0;3.3;0.4;0.6;0.5;0.7;2.0;11.8;2.0;0.0;-1.8;163 601;1;26.0
Kelan Martin;IND;1;61;0;2;25;35;16;19;9.2;4.5;1.8;3.9;44.9;0.7;1.7;40.0;0.3;0.3;90.0;0.5;1.7;2.2;0.5;0.5;0.3;0.3;1.0;9.1;0.0;0.0;2.7;0;1;0.0
Rodney Hood;TOR;1;23;0;4;28;55;29;26;17.1;4.5;1.7;4.7;36.2;0.6;2.1;30.1;0.4;0.5;85.7;0.4;1.5;1.9;1.0;0.7;0.4;0.1;1.3;9.2;0.0;0.0;-2.4;0;0;0.0
Solomon Hill;ATL;1;23;0;5;30;71;41;30;21.3;4.5;1.5;4.2;35.9;1.0;3.0;32.1;0.5;0.6;76.1;0.6;2.4;3.0;1.1;0.6;0.7;0.2;1.6;11.7;0.0;0.0;0.4;0;1;0.0
Charlie Brown Jr.;OKC;1;61;0;2;24;9;1;8;16.9;4.4;1.4;4.8;30.2;0.6;2.3;23.8;1.0;1.1;90.0;0.3;1.6;1.9;1.0;0.7;0.4;0.2;2.1;9.5;0.0;0.0;-4.8;0;1;0.0
Al-Farouq Aminu;CHI;1;8;0;5;30;23;5;18;18.9;4.4;1.7;4.3;38.4;0.3;1.6;21.6;0.8;1.0;81.8;1.0;3.8;4.8;1.3;1.2;0.8;0.4;1.3;14.6;1.0;0.0;-2.3;0;1;0.0
Stanley Johnson;TOR;1;8;0;3;25;61;25;36;16.5;4.4;1.5;3.8;38.2;0.7;2.2;32.8;0.7;0.9;80.0;0.5;2.0;2.5;1.5;0.9;0.9;0.3;1.9;12.1;2.0;0.0;-2.6;0;0;0.0
Andre Iguodala;MIA;2;9;1;4;37;63;37;26;21.3;4.4;1.5;3.9;38.3;1.0;2.9;33.0;0.4;0.6;65.8;0.6;2.9;3.5;2.3;1.1;0.9;0.6;1.4;15.3;0.0;0.0;-1.3;0;1;0.0
Yuta Watanabe;TOR;1;61;0;2;26;50;24;26;14.5;4.4;1.6;3.6;43.9;0.7;1.8;40.0;0.5;0.6;82.8;0.7;2.5;3.2;0.8;0.4;0.5;0.4;1.1;11.7;0.0;0.0;-0.8;0;1;0.0
Chandler Hutchison;WAS;1;22;0;2;25;25;11;14;13.8;4.3;1.6;4.1;37.9;0.3;0.9;36.4;0.8;1.0;84.0;0.2;2.9;3.1;0.7;0.8;0.5;0.2;1.3;10.3;0.0;0.0;-2.3;0;0;0.0
John Konchar;MEM;2;61;0;1;25;43;23;20;13.4;4.3;1.6;3.2;50.0;0.5;1.3;37.5;0.6;0.7;83.3;0.8;2.2;3.0;1.1;0.4;0.7;0.2;0.9;11.8;0.0;0.0;0.4;0;1;0.0
Devin Cannady;ORL;1;61;0;1;25;8;0;8;9.3;4.3;1.4;3.5;39.3;0.8;2.0;37.5;0.8;0.9;85.7;0.0;0.6;0.6;0.1;0.3;0.6;0.1;1.1;7.2;0.0;0.0;-2.9;0;1;0.0
Mike Scott;PHI;2;43;0;4;32;51;35;16;16.7;4.2;1.5;4.1;36.0;1.0;3.0;34.2;0.2;0.2;66.7;0.2;2.1;2.4;0.8;0.4;0.5;0.3;1.4;10.0;0.0;0.0;-0.2;0;1;0.0
Jevon Carter;PHX;1;32;0;3;25;60;42;18;11.9;4.1;1.6;3.7;42.2;0.9;2.5;37.1;0.1;0.1;57.1;0.3;1.3;1.5;1.2;0.3;0.5;0.2;0.9;9.4;1.0;0.0;0.5;100 846;1;45.0
Lamar Stevens;CLE;1;61;0;1;23;40;13;27;12.5;4.1;1.6;3.4;45.6;0.1;0.6;16.0;0.9;1.3;72.5;0.6;1.8;2.4;0.6;0.6;0.4;0.3;1.3;9.6;1.0;0.0;-2.9;0;1;132.0
Kevon Looney;GSW;6;30;0;1;25;61;34;27;19.0;4.1;1.8;3.2;54.8;0.1;0.3;23.5;0.5;0.8;64.6;1.9;3.4;5.3;2.0;0.6;0.3;0.4;2.2;14.9;0.0;0.0;2.1;440 908;1;13.0
Paul Watson;TOR;1;61;0;2;26;27;13;14;11.0;4.1;1.4;3.0;46.3;1.1;2.4;46.9;0.2;0.3;62.5;0.1;1.5;1.7;0.6;0.3;0.2;0.1;1.3;7.7;0.0;0.0;-0.1;0;0;0.0
Nico Mannion;GSW;1;48;0;1;20;30;17;13;12.1;4.1;1.3;3.8;34.2;0.7;2.0;36.7;0.8;0.9;82.1;0.2;1.3;1.5;2.3;1.0;0.5;0.0;1.0;10.1;0.0;0.0;-2.5;0;1;0.0
DaQuan Jeffries;SAS;1;61;0;3;23;31;6;25;15.9;4.1;1.6;3.9;41.7;0.6;2.2;29.9;0.2;0.3;87.5;0.6;1.7;2.3;0.7;0.5;0.5;0.3;1.5;9.9;0.0;0.0;-1.8;0;0;55.0
Josh Hall;OKC;1;61;0;1;20;21;2;19;16.0;4.1;1.4;4.7;30.3;0.2;1.8;10.8;1.0;2.1;50.0;0.3;2.5;2.8;1.3;1.2;0.2;0.0;1.8;9.0;1.0;0.0;-4.8;0;1;0.0
Obi Toppin;NYK;1;8;0;1;23;62;36;26;11.0;4.1;1.7;3.4;49.8;0.4;1.4;30.6;0.3;0.4;73.1;0.4;1.8;2.2;0.5;0.4;0.3;0.2;0.9;8.6;0.0;0.0;0.4;301 258;1;24.0
Darius Miller;OKC;1;46;0;3;31;18;5;13;10.9;4.1;1.2;2.7;45.8;0.9;2.3;40.5;0.7;0.7;100.0;0.1;1.2;1.3;1.2;0.4;0.7;0.3;0.7;10.0;0.0;0.0;2.1;0;1;0.0
Chris Chiozza;BKN;1;61;0;3;25;22;12;10;10.6;4.0;1.4;4.0;35.2;0.6;1.9;31.0;0.6;0.8;76.5;0.1;1.0;1.1;3.0;0.7;0.3;0.3;0.9;10.8;1.0;0.0;0.9;0;0;0.0
Jordan Bone;ORL;1;57;0;2;23;14;2;12;14.0;4.0;1.6;3.9;42.6;0.7;2.3;31.3;0.0;0.0;0.0;0.3;1.4;1.7;1.3;0.2;0.1;0.0;0.8;8.2;0.0;0.0;-4.2;0;1;0.0
Udonis Haslem;MIA;18;61;0;1;41;1;1;0;2.7;4.0;2.0;2.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.2;0.0;0.0;3.0;0;1;0.0
Cody Martin;CHA;2;36;0;1;25;52;26;26;16.3;4.0;1.6;3.6;44.1;0.3;1.1;27.6;0.5;0.8;58.1;1.0;2.1;3.1;1.7;0.8;0.7;0.2;1.0;12.2;1.0;0.0;-0.1;61 512;1;0.0
Carsen Edwards;BOS;2;33;0;1;23;31;14;17;8.9;4.0;1.5;3.6;42.3;0.6;2.0;28.6;0.4;0.4;84.6;0.1;0.7;0.8;0.5;0.2;0.2;0.0;0.8;6.2;0.0;0.0;-0.8;0;1;0.0
Matisse Thybulle;PHI;2;20;0;1;24;65;46;19;20.0;3.9;1.6;3.7;42.0;0.7;2.2;30.1;0.1;0.3;44.4;0.5;1.4;1.9;1.0;0.5;1.6;1.1;2.0;15.3;0.0;0.0;1.5;322 442;1;61.0
Brodric Thomas;CLE;1;61;0;2;24;32;6;26;12.5;3.9;1.2;3.4;36.1;0.5;1.8;27.1;1.0;1.4;67.4;0.3;1.4;1.7;0.9;0.7;0.5;0.3;1.3;9.0;0.0;0.0;-1.5;0;0;0.0
Kevin Knox II;NYK;3;9;0;1;21;42;26;16;11.1;3.9;1.3;3.4;39.2;0.8;2.1;39.3;0.4;0.5;80.0;0.2;1.2;1.5;0.5;0.4;0.3;0.1;0.9;7.2;0.0;0.0;-0.8;0;1;0.0
Justin James;SAC;2;40;0;1;24;36;15;21;8.6;3.9;1.4;3.1;46.8;0.4;1.1;36.8;0.6;1.0;58.3;0.3;0.6;0.8;0.6;0.4;0.2;0.1;0.6;6.3;0.0;0.0;-1.6;0;0;0.0
Dante Exum;HOU;1;5;0;2;25;6;3;3;19.4;3.8;1.7;4.3;38.5;0.3;1.8;18.2;0.2;0.3;50.0;0.3;2.5;2.8;2.2;1.2;0.7;0.3;1.5;12.3;0.0;0.0;1.0;211 016;1;106.0
Ersan Ilyasova;UTA;1;36;0;7;34;17;14;3;8.7;3.8;1.2;3.2;38.9;1.1;2.4;43.9;0.3;0.3;100.0;0.4;1.3;1.7;0.2;0.5;0.6;0.2;1.7;8.0;0.0;0.0;0.9;0;1;0.0
Tremont Waters;BOS;2;51;0;1;23;26;13;13;9.1;3.8;1.3;3.2;40.5;0.6;1.5;39.5;0.6;0.7;94.1;0.2;0.6;0.8;2.4;1.0;0.6;0.0;0.7;9.2;0.0;0.0;-0.4;0;0;0.0
Nathan Knight;ATL;1;61;0;1;23;33;21;12;8.4;3.8;1.1;3.0;37.0;0.2;1.0;18.2;1.3;1.7;80.0;0.8;1.4;2.2;0.2;0.5;0.3;0.3;0.7;8.0;1.0;0.0;-0.5;0;0;0.0
Skylar Mays;ATL;1;50;0;1;23;33;19;14;8.2;3.8;1.3;3.0;44.9;0.4;1.2;35.0;0.7;0.8;88.0;0.3;0.8;1.1;0.9;0.3;0.4;0.1;0.5;7.6;0.0;0.0;0.4;0;1;0.0
Thon Maker;CLE;1;10;0;4;24;8;3;5;9.6;3.8;1.3;2.3;55.6;0.0;0.3;0.0;1.3;1.4;90.9;1.0;1.3;2.3;0.5;0.4;0.3;0.5;0.9;9.1;0.0;0.0;-2.3;0;1;0.0
Isaiah Joe;PHI;1;49;0;1;21;41;22;19;9.3;3.7;1.2;3.2;36.1;1.0;2.6;36.8;0.4;0.6;75.0;0.1;0.7;0.9;0.5;0.3;0.3;0.1;0.8;6.4;0.0;0.0;0.0;102 258;1;59.0
P.J. Tucker;MIL;1;35;0;3;36;52;27;25;26.1;3.7;1.3;3.4;37.3;0.8;2.3;33.6;0.4;0.5;75.0;1.0;2.9;3.9;1.2;0.8;0.8;0.4;2.4;12.8;0.0;0.0;-3.4;1 025 247;0;121.0
Luka Samanic;SAS;2;19;0;1;21;33;14;19;9.3;3.7;1.4;3.2;44.8;0.4;1.3;27.9;0.5;0.9;55.2;0.5;1.6;2.1;0.5;0.6;0.2;0.2;1.3;7.7;0.0;0.0;-0.6;0;1;0.0
Javonte Green;CHI;2;61;0;2;27;41;19;22;11.6;3.6;1.3;2.5;52.0;0.2;0.7;33.3;0.7;1.0;75.0;0.6;1.1;1.7;0.4;0.5;0.7;0.1;1.1;8.3;0.0;0.0;0.4;89 264;1;131.0
Wenyen Gabriel;NOP;1;61;0;3;24;21;9;12;11.5;3.4;1.1;2.9;40.0;0.6;1.5;40.6;0.5;0.8;64.7;1.0;1.6;2.6;0.5;0.7;0.4;0.4;1.5;9.0;0.0;0.0;0.1;0;1;0.0
Luke Kornet;BOS;1;61;0;3;25;31;13;18;11.2;3.4;1.4;3.3;43.6;0.5;1.9;25.4;0.1;0.2;50.0;0.5;1.7;2.2;0.8;0.2;0.1;1.0;0.6;10.4;0.0;0.0;1.7;0;1;0.0
Paul Reed;PHI;1;58;0;1;22;26;17;9;6.8;3.4;1.6;3.0;53.8;0.0;0.2;0.0;0.2;0.3;50.0;1.2;1.2;2.3;0.5;0.5;0.4;0.5;1.1;9.1;1.0;0.0;1.4;0;1;0.0
Meyers Leonard;MIA;1;11;0;2;29;3;2;1;9.8;3.3;1.0;2.3;42.9;1.0;2.3;42.9;0.3;0.7;50.0;0.0;2.3;2.3;0.7;0.7;0.0;0.0;1.7;6.5;0.0;0.0;-1.3;0;1;0.0
Quinn Cook;CLE;1;61;0;5;28;23;13;10;6.8;3.3;1.3;3.0;42.6;0.5;1.1;42.3;0.3;0.3;87.5;0.1;0.7;0.7;0.8;0.3;0.2;0.0;0.4;5.7;0.0;0.0;-0.4;0;1;0.0
Zeke Nnaji;DEN;1;22;0;1;20;42;30;12;9.5;3.2;1.2;2.5;48.1;0.6;1.4;40.7;0.3;0.4;80.0;0.3;1.2;1.5;0.2;0.2;0.2;0.1;0.7;6.1;0.0;0.0;-2.0;38 983;1;77.0
Amir Coffey;LAC;2;61;0;1;24;44;32;12;9.0;3.2;1.0;2.3;43.7;0.5;1.3;41.1;0.6;0.9;71.1;0.2;0.8;1.0;0.5;0.3;0.2;0.0;0.7;5.5;0.0;0.0;-0.6;28 772;1;89.0
Killian Tillie;MEM;1;61;0;1;23;18;11;7;10.1;3.2;1.1;3.2;33.3;0.6;1.8;30.3;0.5;0.6;81.8;0.3;1.0;1.3;0.4;0.1;0.3;0.4;1.1;7.5;0.0;0.0;2.2;0;1;0.0
Mamadi Diakite;MIL;1;61;0;2;24;14;7;7;10.1;3.1;1.1;2.9;40.0;0.1;0.6;12.5;0.8;1.0;78.6;0.6;1.9;2.4;0.6;0.2;0.4;0.4;1.1;9.1;0.0;0.0;0.6;54 916;1;0.0
Alfonzo McKinnie;LAL;1;61;0;4;28;39;22;17;6.6;3.1;1.2;2.4;51.6;0.4;1.0;41.0;0.3;0.5;55.6;0.6;0.8;1.4;0.2;0.1;0.2;0.0;0.7;5.4;0.0;0.0;0.2;0;1;0.0
Romeo Langford;BOS;2;14;0;1;21;18;9;9;15.7;3.1;1.2;3.3;35.6;0.3;1.0;27.8;0.5;0.7;75.0;0.7;1.3;1.9;0.7;0.6;0.3;0.3;1.3;7.8;0.0;0.0;-3.7;0;1;0.0
Ryan Arcidiacono;CHI;4;61;0;1;27;44;20;24;10.2;3.1;1.1;2.7;41.9;0.6;1.5;37.3;0.3;0.5;65.0;0.1;1.4;1.5;1.3;0.2;0.2;0.0;1.1;7.2;0.0;0.0;0.2;0;0;0.0
Matt Thomas;UTA;1;61;0;2;26;45;27;18;7.3;3.1;1.1;2.8;39.4;0.6;1.8;33.8;0.3;0.3;85.7;0.2;0.8;1.0;0.4;0.3;0.1;0.0;0.4;4.9;0.0;0.0;-1.5;0;1;0.0
Anthony Gill;WAS;1;61;0;1;28;26;11;15;8.4;3.1;1.2;2.3;50.0;0.3;0.9;29.2;0.5;0.6;81.3;0.6;1.3;2.0;0.4;0.3;0.4;0.2;1.0;7.4;0.0;0.0;-0.7;0;1;0.0
Jahmi'us Ramsey;SAC;1;43;0;1;20;13;5;8;7.3;3.1;1.2;2.9;39.5;0.4;1.5;26.3;0.4;0.4;100.0;0.2;0.6;0.8;0.5;0.2;0.3;0.1;0.6;5.6;0.0;0.0;0.2;0;1;0.0
Gary Clark;PHI;1;61;0;3;26;39;12;27;16.8;3.1;1.0;3.4;30.3;0.8;2.8;28.7;0.2;0.3;80.0;0.8;2.1;2.9;0.8;0.4;0.3;0.2;0.9;8.9;0.0;0.0;-2.8;0;1;0.0
Cam Reynolds;HOU;1;61;0;3;26;5;3;2;8.1;3.0;1.2;3.6;33.3;0.6;2.4;25.0;0.0;0.0;0.0;0.4;0.6;1.0;0.4;0.0;0.0;0.0;0.4;4.8;0.0;0.0;-5.2;0;1;0.0
Reggie Perry;BKN;1;57;0;2;21;26;18;8;8.1;3.0;1.2;3.0;41.0;0.2;0.8;19.0;0.4;0.5;76.9;1.0;1.8;2.8;0.5;0.6;0.2;0.2;1.5;8.0;1.0;0.0;-1.4;0;0;0.0
Nicolo Melli;DAL;1;61;0;2;30;45;26;19;12.6;3.0;1.0;3.1;32.6;0.5;1.9;27.1;0.4;0.6;76.0;0.6;2.1;2.7;1.0;0.3;0.3;0.1;1.3;8.6;0.0;0.0;0.5;0;1;0.0
Sam Merrill;MIL;1;60;0;1;25;30;18;12;7.8;3.0;1.1;2.4;44.4;0.7;1.6;44.7;0.1;0.1;100.0;0.2;0.8;1.0;0.7;0.3;0.3;0.0;0.6;5.8;0.0;0.0;-1.3;31 885;1;105.0
Trent Forrest;UTA;1;61;0;1;23;30;22;8;10.1;2.9;1.1;2.4;45.1;0.2;0.9;19.2;0.6;0.6;100.0;0.4;1.1;1.5;1.5;0.7;0.3;0.1;0.7;7.5;0.0;0.0;-1.6;0;1;0.0
Thanasis Antetokounmpo;MIL;2;51;0;2;28;57;37;20;9.7;2.9;1.2;2.4;48.9;0.1;0.5;24.1;0.4;0.9;51.0;0.9;1.2;2.2;0.8;0.8;0.4;0.2;1.3;7.7;1.0;0.0;-0.2;0;1;0.0
Harry Giles III;POR;1;20;0;2;23;38;23;15;9.2;2.8;1.1;2.6;43.3;0.2;0.6;34.8;0.4;0.7;59.3;0.8;2.7;3.5;0.8;0.5;0.2;0.3;1.4;9.3;0.0;0.0;-2.1;0;1;0.0
Markus Howard;DEN;1;61;0;1;22;37;24;13;5.5;2.8;1.1;2.9;37.7;0.5;1.8;27.7;0.2;0.2;77.8;0.0;0.5;0.6;0.5;0.5;0.1;0.0;0.6;4.2;0.0;0.0;-1.9;0;1;0.0
Bruno Caboclo;HOU;1;20;0;4;25;6;1;5;6.1;2.8;1.3;2.8;47.1;0.0;0.8;0.0;0.2;0.3;50.0;0.5;1.8;2.3;0.2;0.7;0.0;0.3;1.0;6.2;0.0;0.0;0.0;0;1;0.0
Kyle Guy;SAC;1;55;0;2;23;31;11;20;7.6;2.8;0.9;2.8;33.0;0.4;1.5;28.3;0.5;0.6;80.0;0.2;1.0;1.1;1.0;0.4;0.2;0.0;0.6;5.9;0.0;0.0;-0.5;0;0;0.0
Matthew Dellavedova;CLE;1;61;0;2;30;13;4;9;17.2;2.8;1.1;4.3;25.0;0.3;1.9;16.0;0.3;0.3;100.0;0.5;1.4;1.8;4.5;0.5;0.3;0.1;1.6;12.4;0.0;0.0;-1.4;0;1;0.0
Frank Ntilikina;NYK;4;8;0;1;22;33;23;10;9.8;2.7;0.9;2.4;36.7;0.7;1.5;47.9;0.2;0.5;44.4;0.2;0.8;0.9;0.6;0.3;0.5;0.1;1.4;6.4;0.0;0.0;-1.0;0;0;0.0
Didi Louzada;NOP;1;35;0;1;21;3;0;3;18.8;2.7;1.0;4.3;23.1;0.7;2.7;25.0;0.0;0.0;0.0;0.3;0.7;1.0;1.0;1.0;0.7;0.0;1.7;6.4;0.0;0.0;-3.7;0;1;0.0
Keita Bates-Diop;SAS;2;48;0;2;25;30;13;17;8.2;2.6;1.0;2.2;44.8;0.2;0.6;29.4;0.5;0.7;66.7;0.3;1.3;1.6;0.4;0.2;0.4;0.2;0.4;6.6;0.0;0.0;-1.2;41 496;1;0.0
Amida Brimah;IND;1;61;0;1;27;5;2;3;5.9;2.6;1.0;1.6;62.5;0.0;0.0;0.0;0.6;0.6;100.0;0.4;1.2;1.6;0.2;0.8;0.0;1.0;0.8;7.0;0.0;0.0;4.4;0;1;0.0
Anderson Varejao;CLE;1;30;0;2;38;5;1;4;7.2;2.6;0.8;3.2;25.0;0.0;0.2;0.0;1.0;1.8;55.6;1.4;2.6;4.0;0.6;0.2;0.0;0.4;0.6;9.3;0.0;0.0;-6.6;0;1;0.0
Josh Green;DAL;1;18;0;1;20;39;20;19;11.4;2.6;1.1;2.4;45.2;0.1;0.6;16.0;0.3;0.6;56.5;0.7;1.3;2.0;0.7;0.4;0.4;0.1;0.9;7.1;0.0;0.0;0.4;190 144;1;31.0
Grant Riller;CHA;1;56;0;1;24;7;2;5;3.9;2.6;1.1;1.7;66.7;0.3;0.6;50.0;0.0;0.0;0.0;0.0;0.1;0.1;0.4;0.1;0.1;0.0;0.0;3.7;0.0;0.0;-0.6;0;0;0.0
Tre Jones;SAS;1;41;0;1;21;37;15;22;7.3;2.5;1.0;2.1;47.4;0.1;0.1;60.0;0.5;0.5;89.5;0.2;0.4;0.6;1.1;0.4;0.2;0.0;0.4;5.1;0.0;0.0;-2.2;283 467;1;68.0
Gary Payton II;GSW;1;61;0;4;28;10;7;3;4.0;2.5;1.0;1.3;76.9;0.2;0.4;50.0;0.3;0.4;75.0;0.2;0.9;1.1;0.1;0.1;0.6;0.1;0.8;6.0;0.0;0.0;0.1;663 626;1;16.0
Jordan Bell;GSW;1;38;0;4;26;6;3;3;13.6;2.5;1.2;3.7;31.8;0.0;0.3;0.0;0.2;0.3;50.0;1.2;2.8;4.0;1.2;0.7;0.5;0.8;1.2;12.4;0.0;0.0;-5.3;0;1;0.0
KZ Okpala;MIA;2;32;0;2;22;37;22;15;12.1;2.5;1.0;2.6;37.5;0.3;1.4;24.0;0.2;0.4;53.3;0.6;1.3;1.8;0.5;0.4;0.3;0.3;1.6;6.8;0.0;0.0;-1.8;0;1;0.0
Tacko Fall;BOS;2;61;0;2;25;19;13;6;7.1;2.5;1.1;1.5;72.4;0.0;0.0;0.0;0.3;0.8;33.3;0.8;1.9;2.7;0.2;0.3;0.1;1.1;1.2;9.0;0.0;0.0;1.4;0;0;0.0
Rondae Hollis-Jefferson;POR;1;23;0;3;26;11;6;5;9.8;2.5;0.8;1.6;50.0;0.0;0.1;0.0;0.8;1.5;56.3;1.0;1.4;2.4;1.2;0.2;0.2;0.4;1.4;8.5;0.0;0.0;-0.6;0;1;0.0
Jeremiah Martin;CLE;1;61;0;2;25;9;0;9;8.4;2.4;1.0;3.7;27.3;0.3;1.3;25.0;0.1;0.6;20.0;0.2;0.6;0.8;0.4;0.7;0.6;0.2;0.1;5.7;0.0;0.0;-2.9;0;1;0.0
Mfiondu Kabengele;CLE;1;27;0;2;23;39;20;19;7.2;2.4;0.8;2.3;37.1;0.3;1.3;26.0;0.4;0.5;80.0;0.3;1.2;1.5;0.4;0.4;0.2;0.3;0.9;6.2;0.0;0.0;-2.4;0;1;0.0
Rayjon Tucker;PHI;1;61;0;3;23;14;8;6;4.9;2.4;0.6;1.3;50.0;0.1;0.5;28.6;1.0;1.4;73.7;0.1;0.7;0.8;0.4;0.3;0.1;0.0;0.6;4.2;0.0;0.0;-0.9;0;1;0.0
